"eta","replication","source","seed","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD","RMSE_reference","delta_RMSE"
0.001,19,"edge",22061387,"Moving-edge source","Matern 1.5",0.177216046677185,0.108188426394414,0.806067816775729,0.339841159764588,0.0911373438429506,0.0891402984717772,0.909261250020158,0.168186103439926,0.009029943237259
0.001,19,"edge",22061387,"Moving-edge source","Matern 2.5",0.180810618677808,0.112890565666709,0.785246876859013,0.301051735100077,0.131738176680547,0.0931945330578478,1.97706014469547,0.168186103439926,0.012624515237882
0.001,19,"mixture",22061387,"Broad plus sharp source","RBF",0.0631886739318959,0.0237488142543273,0.889946460440214,0.103237385268461,0.0833889797739441,0.0208669277599065,2.85599022909131,0.0481289163666061,0.0150597575652898
0.001,19,"mixture",22061387,"Broad plus sharp source","Matern 0.5",0.0481289163666061,0.0176786447603354,0.984533016061868,0.281586360688652,0.164142251635931,0.0232343400749233,-1.44021384134678,0.0481289163666061,0
0.001,19,"mixture",22061387,"Broad plus sharp source","Matern 1.5",0.0557862290121261,0.0192100001467364,0.938132064247472,0.152234241158945,0.123632882212968,0.0194378374966233,-0.806500289210821,0.0481289163666061,0.00765731264552
0.001,19,"mixture",22061387,"Broad plus sharp source","Matern 2.5",0.0587632112603245,0.0206875161571888,0.923854848304581,0.128772223931579,0.108017177275431,0.0196294047398338,0.095593030994634,0.0481289163666061,0.0106342948937184
0.001,19,"ring",22061387,"Ring-shaped source","RBF",0.161248053233886,0.102668844673517,0.690065437239738,0.27927026088334,0.170331276026175,0.0890206501079071,2.46472824266003,0.159210280000285,0.00203777323360099
0.001,19,"ring",22061387,"Ring-shaped source","Matern 0.5",0.159210280000285,0.0974201028575946,0.892325996430696,0.562471793220274,0.0636834473527662,0.0836206109369835,-0.352430870181671,0.159210280000285,0
0.001,19,"ring",22061387,"Ring-shaped source","Matern 1.5",0.158773722947617,0.0990695418119452,0.773944080904224,0.380327144893626,0.115587076145152,0.0844627996408237,0.277577809497799,0.159210280000285,-0.000436557052668013
0.001,19,"ring",22061387,"Ring-shaped source","Matern 2.5",0.159553454139531,0.100167592263285,0.738251041046996,0.338367000786799,0.137895226055919,0.0858537484361472,0.795207146784092,0.159210280000285,0.000343174139246005
0.001,19,"sine",22061387,"Sine-cosine source","RBF",0.042944803808468,0.0312349376974504,0.264128494943486,0.0309934371028532,0.585634666864961,0.0278830509936825,17.6532908153228,0.0560712977211497,-0.0131264939126817
0.001,19,"sine",22061387,"Sine-cosine source","Matern 0.5",0.0560712977211497,0.0406642135749662,1,0.450860201228649,0.164885856632957,0.0359744846836979,-1.16336191164325,0.0560712977211497,0
0.001,19,"sine",22061387,"Sine-cosine source","Matern 1.5",0.0432354555913508,0.0332274294367583,0.806662700773349,0.108871228514794,0.15709510707912,0.024335999363311,-1.11474615978614,0.0560712977211497,-0.0128358421297989
0.001,19,"sine",22061387,"Sine-cosine source","Matern 2.5",0.0419329585354417,0.0315503391541427,0.522903033908388,0.0619249649237466,0.393412775133849,0.0254423679685245,2.09774503775744,0.0560712977211497,-0.014138339185708
0.001,19,"spike",22061387,"Hidden narrow spike","RBF",0.04398691430774,0.0104314621657721,0.932183224271267,0.0891957234658641,0.134861317668055,0.0127819243322383,-0.513931041123285,0.0454144485107993,-0.0014275342030593
0.001,19,"spike",22061387,"Hidden narrow spike","Matern 0.5",0.0454144485107993,0.0100176297247046,0.969660916121356,0.156589167953341,0.155395969660916,0.0152588580686561,-1.63788051736792,0.0454144485107993,0
0.001,19,"spike",22061387,"Hidden narrow spike","Matern 1.5",0.0442610705860237,0.0103131279693267,0.957168352171327,0.118854090302974,0.14081759369423,0.0138074265904817,-1.41761886466723,0.0454144485107993,-0.0011533779247756
0.001,19,"spike",22061387,"Hidden narrow spike","Matern 2.5",0.0440976026189508,0.0103415541108116,0.94883997620464,0.107716383278925,0.136571609161214,0.0134110252891401,-1.21622908925959,0.0454144485107993,-0.0013168458918485
0.001,2,"dipole",20361387,"Positive-negative dipole","RBF",0.0345982978690678,0.016931405154196,0.96133254015467,0.194237044317543,0.123194155264723,0.0188515728994708,-1.47250656201213,0.0402224308954427,-0.00562413302637491
0.001,2,"dipole",20361387,"Positive-negative dipole","Matern 0.5",0.0402224308954427,0.0163543257583373,0.991076740035693,0.478964653193719,0.177452781082689,0.0331899371080386,-1.12926747858739,0.0402224308954427,0
0.001,2,"dipole",20361387,"Positive-negative dipole","Matern 1.5",0.0326826497394092,0.0139996024973026,0.980963712076145,0.304813810461708,0.168557778108269,0.0228250051780466,-1.534532243372,0.0402224308954427,-0.0075397811560335
0.001,2,"dipole",20361387,"Positive-negative dipole","Matern 2.5",0.0326160456123974,0.0144681043941417,0.979773944080904,0.259711833342603,0.157106261154075,0.0207237935369539,-1.62579192005826,0.0402224308954427,-0.0076063852830453
0.001,2,"edge",20361387,"Moving-edge source","RBF",0.189346088345365,0.124665524688009,0.719809637120761,0.271852713146218,0.207139723378941,0.102907623759983,4.42459963951467,0.16897461172524,0.020371476620125
0.001,2,"edge",20361387,"Moving-edge source","Matern 0.5",0.16897461172524,0.0989118391190305,0.896490184414039,0.579668966043994,0.0958815437239738,0.0841133740246917,-0.354710176405392,0.16897461172524,0
0.001,2,"edge",20361387,"Moving-edge source","Matern 1.5",0.17857180254499,0.109952438513429,0.809637120761452,0.343147409076357,0.0938143218322427,0.0900657765243104,0.897721494510562,0.16897461172524,0.00959719081975
0.001,2,"edge",20361387,"Moving-edge source","Matern 2.5",0.182437078682815,0.114939818228515,0.786436644854253,0.304427636879811,0.130399687685901,0.0943008835320742,1.94822953845822,0.16897461172524,0.013462466957575
0.001,2,"mixture",20361387,"Broad plus sharp source","RBF",0.0633706151449707,0.0240554056904558,0.886377156454491,0.104412305524871,0.083240258774539,0.021122104776636,2.69478589511496,0.0485081953958997,0.014862419749071
0.001,2,"mixture",20361387,"Broad plus sharp source","Matern 0.5",0.0485081953958997,0.0190458583813115,0.984533016061868,0.281874600843483,0.163547367638311,0.0235111595777199,-1.43651687615226,0.0485081953958997,0
0.001,2,"mixture",20361387,"Broad plus sharp source","Matern 1.5",0.0561108031273342,0.0199903047914674,0.941106484235574,0.152635753891202,0.118427647233789,0.0198105955507676,-0.81050060008703,0.0485081953958997,0.0076026077314345
0.001,2,"mixture",20361387,"Broad plus sharp source","Matern 2.5",0.059033449842285,0.0212403614640695,0.929208804283165,0.129421535417549,0.102588860797145,0.0200036428896098,0.066179079185989,0.0485081953958997,0.0105252544463853
0.001,2,"ring",20361387,"Ring-shaped source","RBF",0.160204194879372,0.101631581018898,0.696609161213563,0.280928337677142,0.166390169541939,0.0882773240597475,2.35787183614873,0.158305148861238,0.00189904601813401
0.001,2,"ring",20361387,"Ring-shaped source","Matern 0.5",0.158305148861238,0.096410466717362,0.894705532421178,0.568047238984613,0.064055249851279,0.083235940244872,-0.364288623515069,0.158305148861238,0
0.001,2,"ring",20361387,"Ring-shaped source","Matern 1.5",0.157752943824317,0.0979693243700607,0.78167757287329,0.383770619171235,0.11320754015467,0.0838359585360494,0.230823570857673,0.158305148861238,-0.000552205036920994
0.001,2,"ring",20361387,"Ring-shaped source","Matern 2.5",0.158511355958712,0.099074834805819,0.747769185008923,0.341159137616188,0.135738771564545,0.0851695827891923,0.72941870098649,0.158305148861238,0.000206207097473987
0.001,2,"sine",20361387,"Sine-cosine source","RBF",0.0433254882252106,0.0316198893297661,0.248066627007733,0.0286384204935855,0.599391359309935,0.0285273710470213,23.2049762819915,0.0562454853751932,-0.0129199971499826
0.001,2,"sine",20361387,"Sine-cosine source","Matern 0.5",0.0562454853751932,0.0412116811545699,1,0.450497556569868,0.165034577632362,0.036075193765143,-1.16222202789857,0.0562454853751932,0
0.001,2,"sine",20361387,"Sine-cosine source","Matern 1.5",0.0432812820200922,0.0337694255520302,0.797739440809042,0.107646261039886,0.170703078524688,0.024749050807676,-1.03226369550802,0.0562454853751932,-0.012964203355101
0.001,2,"sine",20361387,"Sine-cosine source","Matern 2.5",0.0421171768064099,0.032295514436486,0.502676977989292,0.0588198675103848,0.428064767995241,0.0262700397483012,3.384908210828,0.0562454853751932,-0.0141283085687833
0.001,2,"spike",20361387,"Hidden narrow spike","RBF",0.0440026867736046,0.0105697410939525,0.932183224271267,0.0887774552002066,0.134192073170732,0.0127868266187442,-0.48910155114049,0.0454110520015847,-0.00140836522798009
0.001,2,"spike",20361387,"Hidden narrow spike","Matern 0.5",0.0454110520015847,0.0101021967958955,0.969660916121356,0.156774536251048,0.155395969660916,0.0152727438452299,-1.63837288627293,0.0454110520015847,0
0.001,2,"spike",20361387,"Hidden narrow spike","Matern 1.5",0.0442639323375652,0.0104610476464482,0.957168352171327,0.118851378531016,0.140891954193932,0.0138176812259967,-1.41716130874955,0.0454110520015847,-0.0011471196640195
0.001,2,"spike",20361387,"Hidden narrow spike","Matern 2.5",0.0441052893046201,0.0105056273657074,0.94824509220702,0.107543533744197,0.136571609161214,0.0134171420694223,-1.2115718073608,0.0454110520015847,-0.0013057626969646
0.001,20,"dipole",22161387,"Positive-negative dipole","RBF",0.0348252655961886,0.0166508834135867,0.959547888161808,0.190039931510167,0.12163258477097,0.0187291137236149,-1.42957582770259,0.0405478881024576,-0.005722622506269
0.001,20,"dipole",22161387,"Positive-negative dipole","Matern 0.5",0.0405478881024576,0.0163607336262302,0.990481856038073,0.474576940955036,0.177006618084474,0.0330286471632013,-1.13618754504564,0.0405478881024576,0
0.001,20,"dipole",22161387,"Positive-negative dipole","Matern 1.5",0.0330183120032868,0.0137584957553862,0.980963712076145,0.300088688092587,0.167665452111838,0.0226625270946264,-1.54179437798235,0.0405478881024576,-0.0075295760991708
0.001,20,"dipole",22161387,"Positive-negative dipole","Matern 2.5",0.0329246361449915,0.0141941895237871,0.979773944080904,0.255066085259604,0.154949806662701,0.020569747507883,-1.62818792422896,0.0405478881024576,-0.0076232519574661
0.001,20,"edge",22161387,"Moving-edge source","RBF",0.188186545405992,0.124258743274923,0.720404521118382,0.271495127672753,0.210411585365854,0.102606893208709,4.34250223628184,0.167682216824509,0.020504328581483
0.001,20,"edge",22161387,"Moving-edge source","Matern 0.5",0.167682216824509,0.0981644735340333,0.898869720404521,0.583030669551078,0.0968482302201071,0.0834771571462235,-0.367679395884494,0.167682216824509,0
0.001,20,"edge",22161387,"Moving-edge source","Matern 1.5",0.176964982951295,0.109260776326084,0.809637120761452,0.343920897832055,0.0912117043426532,0.0892197164467982,0.836352158815921,0.167682216824509,0.009282766126786
0.001,20,"edge",22161387,"Moving-edge source","Matern 2.5",0.180798659975458,0.114163654612722,0.788221296847115,0.304586323874672,0.133299747174301,0.0935012351314779,1.86750746605398,0.167682216824509,0.013116443150949
0.001,20,"mixture",22161387,"Broad plus sharp source","RBF",0.0632595101838162,0.0233739012308629,0.890541344437835,0.103389781012332,0.0843556662700773,0.0207588440171384,2.85457310968139,0.0481515583205869,0.0151079518632293
0.001,20,"mixture",22161387,"Broad plus sharp source","Matern 0.5",0.0481515583205869,0.0190380423825819,0.984533016061868,0.282373750047037,0.163175565139798,0.023387917797716,-1.43845198749047,0.0481515583205869,0
0.001,20,"mixture",22161387,"Broad plus sharp source","Matern 1.5",0.0559008904496811,0.0194913199949407,0.939321832242713,0.15250538913281,0.124971371207615,0.0194751128243413,-0.808405601754987,0.0481515583205869,0.0077493321290942
0.001,20,"mixture",22161387,"Broad plus sharp source","Matern 2.5",0.0588882370219298,0.0205577146544501,0.925044616299821,0.129006710164258,0.107347932778108,0.0196199817395011,0.0933091076089473,0.0481515583205869,0.0107366787013429
