"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
9,0.1,21061387,"edge","Moving-edge source","Tikhonov discrepancy",0.38453144541656,0.309778842604136,NA,NA,NA,NA,NA
9,0.1,21061387,"sine","Sine-cosine source","Tikhonov discrepancy",0.298960564888061,0.214735358132602,NA,NA,NA,NA,NA
10,0.1,21161387,"spike","Hidden narrow spike","RBF",0.0535301675160126,0.0243486334392761,0.989886972040452,0.227539805667085,0.143618753718025,0.0223333318169704,-1.47432757866671
10,0.1,21161387,"spike","Hidden narrow spike","Matern 0.5",0.0537643758423415,0.0203880999377794,0.991076740035693,0.333923965864927,0.182063132064247,0.0260120624984051,-1.34212577018083
10,0.1,21161387,"spike","Hidden narrow spike","Matern 1.5",0.0536429972559698,0.0233879100709175,0.991076740035693,0.283394676348517,0.167414113622844,0.0243491802524753,-1.42368918784318
10,0.1,21161387,"spike","Hidden narrow spike","Matern 2.5",0.0536328162740663,0.0239646614762052,0.990481856038073,0.264456079951667,0.160870389649018,0.0237053153239259,-1.44764086028429
10,0.1,21161387,"mixture","Broad plus sharp source","RBF",0.107794226518786,0.0750176713025577,0.876264128494944,0.334221826131183,0.0622854699583581,0.0559093250516724,-0.219740419607159
10,0.1,21161387,"mixture","Broad plus sharp source","Matern 0.5",0.104411335847507,0.0715083102009352,0.991076740035693,0.621877233422251,0.137446832242713,0.0583082224126097,-0.680001351700897
10,0.1,21161387,"mixture","Broad plus sharp source","Matern 1.5",0.105258458725614,0.0730723342593539,0.955978584176086,0.426075595614846,0.047573245092207,0.0542826462968626,-0.677885800763866
10,0.1,21161387,"mixture","Broad plus sharp source","Matern 2.5",0.105921872824819,0.0737675710663562,0.923854848304581,0.385131460398076,0.0240493010113028,0.0544709321452202,-0.564950282190857
10,0.1,21161387,"dipole","Positive-negative dipole","RBF",0.0870530080957111,0.0551236051039069,0.963712076145152,0.430648822426163,0.116501710291493,0.0461984809175502,-0.92512252121294
10,0.1,21161387,"dipole","Positive-negative dipole","Matern 0.5",0.0903616620440419,0.0594566123586547,0.995240928019036,0.896440577270594,0.174924524092802,0.0665059906337883,-0.475380388604066
10,0.1,21161387,"dipole","Positive-negative dipole","Matern 1.5",0.0866633115138755,0.0584912103047213,0.983343248066627,0.640977339740638,0.153136897679952,0.0543115136042074,-0.741682176345109
10,0.1,21161387,"dipole","Positive-negative dipole","Matern 2.5",0.0861785769906171,0.0574250680270735,0.977989292088043,0.565107066041569,0.142531603212374,0.051064221912302,-0.823610666204814
10,0.1,21161387,"ring","Ring-shaped source","RBF",0.225395453968215,0.14916156387551,0.593694229625223,0.273738747041144,0.280310455086258,0.130046898734943,11.2581054807273
10,0.1,21161387,"ring","Ring-shaped source","Matern 0.5",0.215112495773225,0.140623432518935,0.83343248066627,0.605673007865121,0.0772616745984533,0.114475097786759,0.226126732839723
10,0.1,21161387,"ring","Ring-shaped source","Matern 1.5",0.221334863564239,0.145494464269573,0.729922665080309,0.383252219088394,0.170108194527067,0.122249086640865,2.69020393994561
10,0.1,21161387,"ring","Ring-shaped source","Matern 2.5",0.223461251593902,0.147160141506506,0.673408685306365,0.334335110548389,0.217921995835812,0.125579419066051,4.79904422199781
10,0.1,21161387,"edge","Moving-edge source","RBF",0.296391929143332,0.239485349449919,0.597263533610946,0.519703113271087,0.333329491374182,0.189737542266933,3.48792842723735
10,0.1,21161387,"edge","Moving-edge source","Matern 0.5",0.287668739850314,0.234539268710007,0.900654372397383,0.970676943859291,0.0739600684116597,0.166166021248588,0.266439821379885
10,0.1,21161387,"edge","Moving-edge source","Matern 1.5",0.288852661620956,0.233704691556282,0.726353361094587,0.632625572576107,0.244691775728733,0.177780330394083,1.37322653876126
10,0.1,21161387,"edge","Moving-edge source","Matern 2.5",0.291204028361479,0.235468428525216,0.674598453301606,0.576851332813337,0.28529260856633,0.182516810642333,2.10732000171001
10,0.1,21161387,"sine","Sine-cosine source","RBF",0.116133666533907,0.0870500860890343,1,0.724381846738106,0.129936421772754,0.0666915943206299,-0.673045785565533
10,0.1,21161387,"sine","Sine-cosine source","Matern 0.5",0.180062430489035,0.133660627135461,1,1.88798032206164,0.182360574063058,0.137715012849577,0.251310796700191
10,0.1,21161387,"sine","Sine-cosine source","Matern 1.5",0.144462353145695,0.10663377028914,1,1.14945073993202,0.163919170136823,0.0934434406970216,-0.218070796840434
10,0.1,21161387,"sine","Sine-cosine source","Matern 2.5",0.13137468049707,0.0975670346800814,1,0.963423896147352,0.158267772159429,0.0812365481526553,-0.393005901244672
10,0.1,21161387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.054484460378212,0.0174358392911691,NA,NA,NA,NA,NA
10,0.1,21161387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.102094044009993,0.0611597579772916,NA,NA,NA,NA,NA
10,0.1,21161387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.11000329986123,0.0573471595621424,NA,NA,NA,NA,NA
10,0.1,21161387,"ring","Ring-shaped source","Tikhonov discrepancy",0.217327780655205,0.135101431792331,NA,NA,NA,NA,NA
10,0.1,21161387,"edge","Moving-edge source","Tikhonov discrepancy",0.446674677262299,0.344726145828885,NA,NA,NA,NA,NA
10,0.1,21161387,"sine","Sine-cosine source","Tikhonov discrepancy",0.275475800526266,0.195993340142916,NA,NA,NA,NA,NA
11,0.1,21261387,"spike","Hidden narrow spike","RBF",0.0589206423241068,0.0178534696688433,0.747769185008923,0.0392662608326856,0.128466314693635,0.015556696005888,30.7034865025049
11,0.1,21261387,"spike","Hidden narrow spike","Matern 0.5",0.0578317125607633,0.0173140575825279,0.902439024390244,0.0730589661243678,0.0726067073170732,0.0148952730027642,2.82119257579864
11,0.1,21261387,"spike","Hidden narrow spike","Matern 1.5",0.0583867714521638,0.0175467190556538,0.812611540749554,0.0502461385209493,0.0952569155264723,0.0150797157026803,12.4168215993233
11,0.1,21261387,"spike","Hidden narrow spike","Matern 2.5",0.0585927392505809,0.0176537649879328,0.786436644854253,0.0453741756120124,0.101756023200476,0.0152367191877855,17.9775254085778
11,0.1,21261387,"mixture","Broad plus sharp source","RBF",0.109363428579334,0.0760367502749179,0.749553837001785,0.230467916049481,0.187136748958953,0.057640956247663,1.59182966378996
11,0.1,21261387,"mixture","Broad plus sharp source","Matern 0.5",0.109033490127039,0.0753694988447626,0.971445568114218,0.483543584939968,0.0853201219512195,0.0560530940373597,-0.726553040917913
11,0.1,21261387,"mixture","Broad plus sharp source","Matern 1.5",0.108781902893229,0.0752715454294174,0.898274836406901,0.310180914522247,0.0617649464604402,0.0550499529918407,-0.243889244638463
11,0.1,21261387,"mixture","Broad plus sharp source","Matern 2.5",0.108884056511371,0.0754212010572004,0.851279000594884,0.274163186118134,0.111883923259964,0.0558404061332045,0.247216384214069
11,0.1,21261387,"dipole","Positive-negative dipole","RBF",0.140712549190616,0.104040173875427,0.983938132064248,1.01925743468182,0.123169616299822,0.0916252326148058,-0.231565929095167
11,0.1,21261387,"dipole","Positive-negative dipole","Matern 0.5",0.106672848776417,0.0754919235143267,0.998810232004759,1.31895949984328,0.183773423557406,0.0921305280611982,-0.114651463601992
11,0.1,21261387,"dipole","Positive-negative dipole","Matern 1.5",0.123728812215072,0.0899947201480206,0.995835812016657,1.18141521941973,0.16235759964307,0.0911615251852576,-0.177763224420292
11,0.1,21261387,"dipole","Positive-negative dipole","Matern 2.5",0.129978717339553,0.0950053244826789,0.992266508030934,1.13075850179905,0.150311198691255,0.0913489878292429,-0.196147419099309
11,0.1,21261387,"ring","Ring-shaped source","RBF",0.246880286606335,0.19382967797361,0.281380130874479,0.200332218289353,0.592996356335515,0.169470802610741,27.7540931197265
11,0.1,21261387,"ring","Ring-shaped source","Matern 0.5",0.245869068796854,0.195009650985381,0.575252825698989,0.356886569413949,0.402187314098751,0.153592392193689,3.24465034884721
11,0.1,21261387,"ring","Ring-shaped source","Matern 1.5",0.247667931325993,0.196167356568485,0.343248066627008,0.24347249311656,0.557080234979179,0.166172305012994,12.4923741702683
11,0.1,21261387,"ring","Ring-shaped source","Matern 2.5",0.247854573413892,0.195988785056276,0.30755502676978,0.221843396281464,0.581173036882808,0.168610419642439,17.9648974215206
11,0.1,21261387,"edge","Moving-edge source","RBF",0.290274073991235,0.227568530862718,0.74360499702558,0.581100819584648,0.233165898274836,0.175094963877114,2.47020376784266
11,0.1,21261387,"edge","Moving-edge source","Matern 0.5",0.267790757368666,0.203452207408109,0.93634741225461,1.17691315759198,0.0586418054729328,0.150403419321682,0.155530731610851
11,0.1,21261387,"edge","Moving-edge source","Matern 1.5",0.27618025186199,0.214327747041184,0.839381320642475,0.773138657212578,0.107199211778703,0.157681945269649,0.640509013735828
11,0.1,21261387,"edge","Moving-edge source","Matern 2.5",0.280877860745942,0.219137250011995,0.806662700773349,0.695247062081084,0.15739254907793,0.163272683536183,1.08789924992634
11,0.1,21261387,"sine","Sine-cosine source","RBF",0.153717912477012,0.116202080530586,1,0.718726239607695,0.0679941255205235,0.0832272126612086,-0.532471082972699
11,0.1,21261387,"sine","Sine-cosine source","Matern 0.5",0.196364615431141,0.152940759718313,1,1.57471695071523,0.164811496133254,0.128681848402043,0.112606032961157
11,0.1,21261387,"sine","Sine-cosine source","Matern 1.5",0.175799908100033,0.13501638172633,1,1.01466101800742,0.116774613325402,0.100537741545195,-0.251923353089431
11,0.1,21261387,"sine","Sine-cosine source","Matern 2.5",0.168094188424872,0.127842630142463,1,0.888331748845731,0.100192221891731,0.0935721925360029,-0.360605707270148
11,0.1,21261387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0565728198773574,0.0145759424358551,NA,NA,NA,NA,NA
11,0.1,21261387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.118339219981217,0.074399949096527,NA,NA,NA,NA,NA
11,0.1,21261387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.103050052197209,0.0569359279932872,NA,NA,NA,NA,NA
11,0.1,21261387,"ring","Ring-shaped source","Tikhonov discrepancy",0.218647378520772,0.15025018597705,NA,NA,NA,NA,NA
11,0.1,21261387,"edge","Moving-edge source","Tikhonov discrepancy",0.425840216104758,0.311039790111408,NA,NA,NA,NA,NA
11,0.1,21261387,"sine","Sine-cosine source","Tikhonov discrepancy",0.307607965139954,0.226553004029674,NA,NA,NA,NA,NA
12,0.1,21361387,"spike","Hidden narrow spike","RBF",0.0574813714941631,0.0224900569989844,0.989886972040452,0.418733504274311,0.174850163593099,0.0317901669511087,-1.16600349397013
12,0.1,21361387,"spike","Hidden narrow spike","Matern 0.5",0.0579854646575835,0.0140685482692252,0.991076740035693,0.432389329014367,0.184145226055919,0.0311000587220069,-1.14684137335875
12,0.1,21361387,"spike","Hidden narrow spike","Matern 1.5",0.0578862467858885,0.0162895293016962,0.990481856038073,0.43037829704288,0.181914411064842,0.0313401161015526,-1.14933049303705
12,0.1,21361387,"spike","Hidden narrow spike","Matern 2.5",0.0577117562906965,0.0177674622409259,0.990481856038073,0.427788464276954,0.180352840571089,0.0314211236277134,-1.15371600941033
12,0.1,21361387,"mixture","Broad plus sharp source","RBF",0.0891265040203406,0.0575290619738922,0.98691255205235,0.421120040541661,0.109812983343248,0.0443057298528885,-0.811267044009337
12,0.1,21361387,"mixture","Broad plus sharp source","Matern 0.5",0.0898877095700735,0.0610984346747278,0.992266508030934,0.760062120817035,0.18503755205235,0.0584399180932525,-0.606773400903609
12,0.1,21361387,"mixture","Broad plus sharp source","Matern 1.5",0.0884022694462115,0.0586763098859175,0.989292088042832,0.536629703288453,0.159011377156454,0.0481194054802016,-0.817884758321184
12,0.1,21361387,"mixture","Broad plus sharp source","Matern 2.5",0.0883008689199257,0.0580332625534956,0.988697204045211,0.48794784659021,0.145208581201666,0.0461978786297982,-0.84156101997462
12,0.1,21361387,"dipole","Positive-negative dipole","RBF",0.0909457653012525,0.0685742048234191,0.977394408090422,0.480344290427598,0.0831919244497323,0.0525177725268778,-0.875865523857121
12,0.1,21361387,"dipole","Positive-negative dipole","Matern 0.5",0.0981897307647867,0.0733367525532166,0.998810232004759,1.00444970066779,0.177973304580607,0.0745574705655129,-0.365303791553467
12,0.1,21361387,"dipole","Positive-negative dipole","Matern 1.5",0.0972451945402853,0.0746233969266005,0.992266508030934,0.712291644118113,0.142875148720999,0.0623152148100903,-0.632381820868979
12,0.1,21361387,"dipole","Positive-negative dipole","Matern 2.5",0.0954421472742294,0.0733391642817238,0.988102320047591,0.626705951406628,0.12398758179655,0.0587302635923229,-0.722135375095787
12,0.1,21361387,"ring","Ring-shaped source","RBF",0.231124091717458,0.164841285899415,0.462224866151101,0.229647797788604,0.426428837001785,0.144218658042,17.8153258372523
12,0.1,21361387,"ring","Ring-shaped source","Matern 0.5",0.226091558870426,0.160440346293107,0.803688280785247,0.500178528935435,0.144751264128495,0.125654105243144,0.794446806432026
12,0.1,21361387,"ring","Ring-shaped source","Matern 1.5",0.229779185539494,0.163854430907847,0.581201665675193,0.316149722108924,0.324331870910173,0.136887291500605,5.11270682358524
12,0.1,21361387,"ring","Ring-shaped source","Matern 2.5",0.230783450312942,0.164803681758212,0.529446757882213,0.276932142985327,0.374079045211184,0.14041269701638,8.479911066495
12,0.1,21361387,"edge","Moving-edge source","RBF",0.291240296859961,0.23406678163553,0.527662105889352,0.392019508780973,0.400774464604402,0.193643134512206,8.52173735677699
12,0.1,21361387,"edge","Moving-edge source","Matern 0.5",0.272119931907952,0.211806848019979,0.91017251635931,1.06170914796904,0.0242723825104105,0.154612094858462,0.180869587697264
12,0.1,21361387,"edge","Moving-edge source","Matern 1.5",0.282881316805604,0.223795866106534,0.671624033313504,0.546108699398232,0.273246207614515,0.175995773864049,2.37529343338637
12,0.1,21361387,"edge","Moving-edge source","Matern 2.5",0.288105071466368,0.230181833580292,0.597263533610946,0.446424646899793,0.352514500297442,0.186916929496853,5.24044153359183
12,0.1,21361387,"sine","Sine-cosine source","RBF",0.222796151284609,0.162043467785296,0.928613920285544,0.795788916283981,0.026816998810232,0.117285838105191,-0.222967360207925
12,0.1,21361387,"sine","Sine-cosine source","Matern 0.5",0.259241741108618,0.198714335181013,1,1.81484493667926,0.143321311719215,0.160477284433881,0.293390692417616
12,0.1,21361387,"sine","Sine-cosine source","Matern 1.5",0.239606116851614,0.181036891438854,0.986317668054729,1.14995932079543,0.0775122694824509,0.132317324976857,-0.0255249420390857
12,0.1,21361387,"sine","Sine-cosine source","Matern 2.5",0.232479199018588,0.173825173721077,0.964901844140393,0.997833727198471,0.0536425490779298,0.125756929412853,-0.109803602178972
12,0.1,21361387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.056550404942073,0.0129263183551604,NA,NA,NA,NA,NA
12,0.1,21361387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0878298070943865,0.0526279838365817,NA,NA,NA,NA,NA
12,0.1,21361387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.105797546224445,0.0564182553330663,NA,NA,NA,NA,NA
12,0.1,21361387,"ring","Ring-shaped source","Tikhonov discrepancy",0.221066833627629,0.145095759454819,NA,NA,NA,NA,NA
12,0.1,21361387,"edge","Moving-edge source","Tikhonov discrepancy",0.409797109472914,0.315858200407189,NA,NA,NA,NA,NA
12,0.1,21361387,"sine","Sine-cosine source","Tikhonov discrepancy",0.322254201672995,0.242292720311834,NA,NA,NA,NA,NA
13,0.1,21461387,"spike","Hidden narrow spike","RBF",0.058540666958485,0.0155425245739103,0.991076740035693,0.518301395010891,0.183624702558001,0.0363116415621727,-1.00478393690609
13,0.1,21461387,"spike","Hidden narrow spike","Matern 0.5",0.057091592814404,0.0143122832135866,0.992266508030934,0.510268677995046,0.186227320047591,0.0353318870195615,-1.02357373037161
13,0.1,21461387,"spike","Hidden narrow spike","Matern 1.5",0.055742380042138,0.0195020380932457,0.991671624033314,0.495104853695701,0.184814470553242,0.0349087195471817,-1.0514105529813
13,0.1,21461387,"spike","Hidden narrow spike","Matern 2.5",0.0557150971810734,0.0209957539931569,0.991671624033314,0.493096820613797,0.183401621058894,0.0350303794473742,-1.05437774130647
13,0.1,21461387,"mixture","Broad plus sharp source","RBF",0.116845260965209,0.0868176889951693,0.853658536585366,0.321123192956315,0.113371133254015,0.0629926242838662,-0.0511946180765025
13,0.1,21461387,"mixture","Broad plus sharp source","Matern 0.5",0.11766047211389,0.0902297689143885,0.992266508030934,0.611507763554155,0.0981101279000595,0.0653952482180436,-0.642542458240002
13,0.1,21461387,"mixture","Broad plus sharp source","Matern 1.5",0.116759003976616,0.0880727980496901,0.944675788221297,0.411942940831265,0.0126126561570494,0.0622973158963337,-0.592951457597049
13,0.1,21461387,"mixture","Broad plus sharp source","Matern 2.5",0.116677228003525,0.0874732755318708,0.907792980368828,0.371301146685924,0.0503877900059488,0.0623706334850331,-0.452822571955678
13,0.1,21461387,"dipole","Positive-negative dipole","RBF",0.106787984783367,0.080109887148806,0.992861392028554,0.780368243243212,0.135290377751338,0.0686637223918967,-0.534990076460245
13,0.1,21461387,"dipole","Positive-negative dipole","Matern 0.5",0.103955965392841,0.071675393246265,1,1.23372824640175,0.18154260856633,0.0869000893536622,-0.180393988989809
13,0.1,21461387,"dipole","Positive-negative dipole","Matern 1.5",0.105721168902872,0.0776837718638289,1,0.993189232228931,0.165108938132064,0.0766267244045011,-0.359140504300131
13,0.1,21461387,"dipole","Positive-negative dipole","Matern 2.5",0.106272287191754,0.0788271694893848,0.99940511600238,0.914797137961762,0.15655748066627,0.0735671698303074,-0.422165845142581
13,0.1,21461387,"ring","Ring-shaped source","RBF",0.233195578193056,0.161345203662983,0.604997025580012,0.299917013417443,0.296223602022606,0.137550442862146,8.72052812081625
13,0.1,21461387,"ring","Ring-shaped source","Matern 0.5",0.228304090337026,0.165784487680366,0.916716240333135,0.819644603640828,0.0385198542534206,0.125415961212279,0.020253046937571
13,0.1,21461387,"ring","Ring-shaped source","Matern 1.5",0.229516635064208,0.163991300113428,0.764425936942296,0.524265173285019,0.145271787626413,0.129292094512091,0.870582752740205
13,0.1,21461387,"ring","Ring-shaped source","Matern 2.5",0.230767517836311,0.163389703623186,0.726948245092207,0.446970148234632,0.190482971445568,0.131841527958926,1.7932904128826
13,0.1,21461387,"edge","Moving-edge source","RBF",0.277510633175646,0.218354213071156,0.508030933967876,0.340731983988439,0.393264054134444,0.185792175087211,12.1274456490793
13,0.1,21461387,"edge","Moving-edge source","Matern 0.5",0.24177849899222,0.18531450724198,0.919690660321237,1.01692449619106,0.0395162849494349,0.138463646492641,0.0858404135549821
13,0.1,21461387,"edge","Moving-edge source","Matern 1.5",0.2670526145888,0.204031507766689,0.631766805472933,0.523054348995626,0.260679283164783,0.166740894303183,2.61618410577704
13,0.1,21461387,"edge","Moving-edge source","Matern 2.5",0.273408442548486,0.211773810921849,0.569303985722784,0.429601088945211,0.324406231409875,0.176891284571221,5.74690595453293
13,0.1,21461387,"sine","Sine-cosine source","RBF",0.229548218558343,0.180428179288555,0.913741820345033,0.780231431889593,0.0510287775133849,0.126451506381511,-0.124996377978241
13,0.1,21461387,"sine","Sine-cosine source","Matern 0.5",0.26296550107827,0.20453186532017,1,1.67490348814338,0.127556885782272,0.157586699596645,0.243662888281805
13,0.1,21461387,"sine","Sine-cosine source","Matern 1.5",0.245621944419087,0.191720465965276,0.989292088042832,1.09242757501374,0.0484373140987507,0.136174706558558,-0.0183842888463652
13,0.1,21461387,"sine","Sine-cosine source","Matern 2.5",0.23901117455083,0.186879696767924,0.96192742415229,0.959377734930793,0.0157930547293278,0.131530115323333,-0.0763253648717067
13,0.1,21461387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0542128192499911,0.0165092319071308,NA,NA,NA,NA,NA
13,0.1,21461387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.102133536856389,0.0663662044974118,NA,NA,NA,NA,NA
13,0.1,21461387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.109905563094927,0.0576854174017325,NA,NA,NA,NA,NA
13,0.1,21461387,"ring","Ring-shaped source","Tikhonov discrepancy",0.221847604717799,0.141250033877007,NA,NA,NA,NA,NA
13,0.1,21461387,"edge","Moving-edge source","Tikhonov discrepancy",0.374440800892572,0.287472128635861,NA,NA,NA,NA,NA
13,0.1,21461387,"sine","Sine-cosine source","Tikhonov discrepancy",0.332340664508708,0.240837037783349,NA,NA,NA,NA,NA
14,0.1,21561387,"spike","Hidden narrow spike","RBF",0.0537056388826633,0.0200867656214633,0.893515764425937,0.0876255775348595,0.0790760707911957,0.016788811264924,0.98692913414726
14,0.1,21561387,"spike","Hidden narrow spike","Matern 0.5",0.0526837644582317,0.0199528832504578,0.976799524092802,0.163397432940333,0.132939098750744,0.0182964704025155,-1.40025883889277
14,0.1,21561387,"spike","Hidden narrow spike","Matern 1.5",0.0528627615683383,0.0202186929586235,0.930398572278406,0.119425890370049,0.101696534800714,0.0172356533531073,-0.817434242615647
14,0.1,21561387,"spike","Hidden narrow spike","Matern 2.5",0.0530549290745721,0.0201804907180076,0.917906008328376,0.107599030918551,0.0950040898274836,0.0170143622532611,-0.413210014610919
14,0.1,21561387,"mixture","Broad plus sharp source","RBF",0.0998299582696447,0.070318023679519,0.988697204045211,0.456728256107739,0.0788046549672814,0.0519424710710933,-0.786342841638679
14,0.1,21561387,"mixture","Broad plus sharp source","Matern 0.5",0.114581098205039,0.0845030507656772,0.993456276026175,0.910002215713934,0.171875743604997,0.0737856658073311,-0.41682086731477
14,0.1,21561387,"mixture","Broad plus sharp source","Matern 1.5",0.1069817336908,0.0774880359529398,0.991671624033314,0.625197458135871,0.133803167757287,0.0600502932288634,-0.675558523659195
14,0.1,21561387,"mixture","Broad plus sharp source","Matern 2.5",0.104156648261741,0.0747176839068432,0.989886972040452,0.558268079090826,0.117666939321832,0.0566967991577334,-0.734117126823949
14,0.1,21561387,"dipole","Positive-negative dipole","RBF",0.101230549686395,0.0600667491174887,0.912552052349792,0.320892693150329,0.0652450178465199,0.0489723215786695,-0.544101967371653
14,0.1,21561387,"dipole","Positive-negative dipole","Matern 0.5",0.0981101996872225,0.0610863323798837,0.973230220107079,0.630141715778458,0.145877825698989,0.056793298052449,-0.70835476158537
14,0.1,21561387,"dipole","Positive-negative dipole","Matern 1.5",0.0977912787577904,0.0607101965172561,0.957168352171327,0.444152484970586,0.107875892325996,0.0505792420068892,-0.824539256298569
14,0.1,21561387,"dipole","Positive-negative dipole","Matern 2.5",0.0985912925551563,0.0604148257232971,0.946460440214158,0.395921497905343,0.0889065288518739,0.0495545013293971,-0.795429474913463
14,0.1,21561387,"ring","Ring-shaped source","RBF",0.237065763068106,0.177581766407642,0.387864366448543,0.205254583228618,0.497889277215943,0.155442511151774,23.532743200214
14,0.1,21561387,"ring","Ring-shaped source","Matern 0.5",0.22944354308715,0.168904000213748,0.773944080904224,0.533336913512457,0.145866671624033,0.129342252358561,0.611481131481438
14,0.1,21561387,"ring","Ring-shaped source","Matern 1.5",0.233604565586465,0.173060243666921,0.569303985722784,0.32233020323707,0.339203970850684,0.142682213860227,4.65107104158552
14,0.1,21561387,"ring","Ring-shaped source","Matern 2.5",0.235485660449247,0.175096100455391,0.490779298036883,0.27010776217332,0.405236094586556,0.148100908472243,8.73698113089475
14,0.1,21561387,"edge","Moving-edge source","RBF",0.324897623772218,0.260836571589605,0.681142177275431,0.637142226058868,0.284623364069007,0.201065284340498,1.84834832612577
14,0.1,21561387,"edge","Moving-edge source","Matern 0.5",0.313391222703975,0.258536476213934,0.896490184414039,1.01908834908481,0.0784216983938132,0.18070236878727,0.322139174695255
14,0.1,21561387,"edge","Moving-edge source","Matern 1.5",0.313234290194854,0.253774680515133,0.762046400951814,0.716339505930748,0.223573393813206,0.189650025294195,0.980618571053256
14,0.1,21561387,"edge","Moving-edge source","Matern 2.5",0.31544569266965,0.254524596673834,0.724568709101725,0.667096109536226,0.254953524687686,0.193449104162457,1.34754076401807
14,0.1,21561387,"sine","Sine-cosine source","RBF",0.222491483189755,0.176659701597664,0.878643664485425,0.640909199501569,0.109653108268888,0.122655935720026,-0.153206531008991
14,0.1,21561387,"sine","Sine-cosine source","Matern 0.5",0.267075817462341,0.217464757768834,1,1.52676174282605,0.111420657346817,0.155398553900428,0.188772813540466
14,0.1,21561387,"sine","Sine-cosine source","Matern 1.5",0.245933630771803,0.197462523121847,0.964306960142772,0.938200191022135,0.0253558149910767,0.134894783870783,-0.0770088357271149
14,0.1,21561387,"sine","Sine-cosine source","Matern 2.5",0.237652269576376,0.189688883452284,0.940511600237954,0.808484975890416,0.0431502825698989,0.130053860339647,-0.129222533431704
14,0.1,21561387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0558682387859723,0.0145200380263563,NA,NA,NA,NA,NA
14,0.1,21561387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0931552146356833,0.0564806350080599,NA,NA,NA,NA,NA
14,0.1,21561387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.117215101273556,0.0618330747093901,NA,NA,NA,NA,NA
14,0.1,21561387,"ring","Ring-shaped source","Tikhonov discrepancy",0.226756182500573,0.150734647436056,NA,NA,NA,NA,NA
14,0.1,21561387,"edge","Moving-edge source","Tikhonov discrepancy",0.4659078656069,0.366636723762712,NA,NA,NA,NA,NA
14,0.1,21561387,"sine","Sine-cosine source","Tikhonov discrepancy",0.334868370169872,0.243908504416846,NA,NA,NA,NA,NA
15,0.1,21661387,"spike","Hidden narrow spike","RBF",0.0528220995104796,0.0259037043368892,0.972635336109459,0.178825770284371,0.107953970850684,0.0210565025567276,-1.43053640918689
15,0.1,21661387,"spike","Hidden narrow spike","Matern 0.5",0.0528460071768777,0.0230010054827313,0.991076740035693,0.299234801082155,0.175816850089233,0.024686468464417,-1.4100485892259
15,0.1,21661387,"spike","Hidden narrow spike","Matern 1.5",0.0529255251691304,0.0256930911111296,0.985722784057109,0.238074931909284,0.14986503569304,0.0229410616520183,-1.48517109427017
15,0.1,21661387,"spike","Hidden narrow spike","Matern 2.5",0.0529255775161093,0.0260343574430863,0.982153480071386,0.217423482821111,0.136331424747174,0.022327171356664,-1.48982303123589
15,0.1,21661387,"mixture","Broad plus sharp source","RBF",0.114240336119318,0.0844398105891983,0.947055324211779,0.397494845544084,0.0272319303985723,0.0599370039866277,-0.583167042824403
15,0.1,21661387,"mixture","Broad plus sharp source","Matern 0.5",0.124796421852309,0.0961781737501225,0.993456276026175,0.735681256942289,0.12398758179655,0.0720336441886181,-0.527285234449417
15,0.1,21661387,"mixture","Broad plus sharp source","Matern 1.5",0.120261855049028,0.091551707731138,0.982153480071386,0.519108172435091,0.0486603955978584,0.0649276607164266,-0.651980674204319
15,0.1,21661387,"mixture","Broad plus sharp source","Matern 2.5",0.118434514812693,0.0894836770062317,0.967876264128495,0.470753385522432,0.0244932331945271,0.0632560257522743,-0.649591786439813
15,0.1,21661387,"dipole","Positive-negative dipole","RBF",0.161677440735867,0.120632224037697,0.9738251041047,1.06425692815337,0.108446237358715,0.101486160171743,-0.149759122693781
15,0.1,21661387,"dipole","Positive-negative dipole","Matern 0.5",0.123710791993032,0.0893594085636278,1,1.38113010044198,0.178865630577037,0.0995251744539029,-0.0584101794746158
15,0.1,21661387,"dipole","Positive-negative dipole","Matern 1.5",0.143437478442359,0.105884765491817,0.995240928019036,1.23423896088656,0.153583060678168,0.0997789303618546,-0.112720247176413
15,0.1,21661387,"dipole","Positive-negative dipole","Matern 2.5",0.150275999478746,0.111270330880817,0.991671624033314,1.18015645827742,0.14086741522903,0.100382211257479,-0.126592428606813
15,0.1,21661387,"ring","Ring-shaped source","RBF",0.234188867972038,0.163820196258985,0.499107674003569,0.23923673594288,0.3948999851279,0.142530246197312,16.0217893064695
