"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
10,0.01,21161387,"mixture","Broad plus sharp source","RBF",0.0671813268191519,0.0303692110328064,0.87150505651398,0.13076042995589,0.0585971891731112,0.0246760537796656,1.34309100236614
10,0.01,21161387,"mixture","Broad plus sharp source","Matern 0.5",0.0637485943505131,0.0348191660725285,0.990481856038073,0.328021612558646,0.147634220701963,0.0307223218797588,-1.22797601959645
10,0.01,21161387,"mixture","Broad plus sharp source","Matern 1.5",0.0645702173698816,0.0311185445826926,0.941701368233195,0.18734011210263,0.0909886228435455,0.0251349107019369,-0.860216967278523
10,0.01,21161387,"mixture","Broad plus sharp source","Matern 2.5",0.0653343532202543,0.0302835301268612,0.922070196311719,0.160694088096279,0.0740195568114218,0.0244789491842742,-0.32748436019563
10,0.01,21161387,"dipole","Positive-negative dipole","RBF",0.039213161170771,0.0244931112241309,0.943486020226056,0.198766304710259,0.0960451368233194,0.0214686014637033,-1.36820028640389
10,0.01,21161387,"dipole","Positive-negative dipole","Matern 0.5",0.0421535401578543,0.0215508102307841,0.991671624033314,0.491824047404697,0.178791270077335,0.0343607173464327,-1.1000021892835
10,0.01,21161387,"dipole","Positive-negative dipole","Matern 1.5",0.0361857224441272,0.0207680036334984,0.983343248066627,0.317655030264923,0.163203822129685,0.0246825042379171,-1.4785965360852
10,0.01,21161387,"dipole","Positive-negative dipole","Matern 2.5",0.0364719312654634,0.021479729670946,0.979773944080904,0.271362117393737,0.148406082688876,0.022829944773765,-1.56078282980366
10,0.01,21161387,"ring","Ring-shaped source","RBF",0.158655313413764,0.10883359205194,0.688280785246877,0.276459403145538,0.198067742415229,0.0906759735544252,2.40466395326549
10,0.01,21161387,"ring","Ring-shaped source","Matern 0.5",0.158041020469137,0.106194206133227,0.901249256395003,0.599335506500494,0.0623449583581202,0.0850587905155101,-0.382868995341179
10,0.01,21161387,"ring","Ring-shaped source","Matern 1.5",0.155673509074431,0.106262589066068,0.797739440809042,0.399624181022996,0.0975174747174301,0.0852378593533991,0.0925704681612744
10,0.01,21161387,"ring","Ring-shaped source","Matern 2.5",0.156459548289561,0.106936499544645,0.751933372992266,0.348357647342024,0.12861503569304,0.0868212047552496,0.58880494184241
10,0.01,21161387,"edge","Moving-edge source","RBF",0.2312855842217,0.160688608274868,0.655562165377751,0.305737662476773,0.289456796549673,0.133853399614578,6.01971689604692
10,0.01,21161387,"edge","Moving-edge source","Matern 0.5",0.197222584697005,0.132064893544403,0.890541344437835,0.663550911640215,0.0682937983343248,0.1028532636399,-0.190363203520008
10,0.01,21161387,"edge","Moving-edge source","Matern 1.5",0.207112447398839,0.137569944324907,0.767995240928019,0.403529273820505,0.131886897679952,0.110441614423318,0.994538383965372
10,0.01,21161387,"edge","Moving-edge source","Matern 2.5",0.212845865861256,0.143254754138119,0.736466389054134,0.360019206356206,0.182898200475907,0.116146409623302,2.02916953117124
10,0.01,21161387,"sine","Sine-cosine source","RBF",0.0462059584653028,0.0345337817871381,0.923854848304581,0.164543089718068,0.0672676234384295,0.0250160239800733,-1.73188990261395
10,0.01,21161387,"sine","Sine-cosine source","Matern 0.5",0.0802978698877943,0.0619285536729091,0.998810232004759,0.615011725336051,0.156185678167757,0.051686410525386,-0.814182575490579
10,0.01,21161387,"sine","Sine-cosine source","Matern 1.5",0.0622641796854738,0.047331967523701,0.971445568114218,0.277523545905404,0.0394396936347412,0.0342782256914294,-1.39511744248978
10,0.01,21161387,"sine","Sine-cosine source","Matern 2.5",0.0561237635721864,0.041837021076076,0.947650208209399,0.222801414006366,0.00710997917906005,0.0304166138199723,-1.53183745303767
10,0.01,21161387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0482822160474563,0.0114315648899505,NA,NA,NA,NA,NA
10,0.01,21161387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0642750714065706,0.030590388427241,NA,NA,NA,NA,NA
10,0.01,21161387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0629607568099792,0.0305569284016529,NA,NA,NA,NA,NA
10,0.01,21161387,"ring","Ring-shaped source","Tikhonov discrepancy",0.184596303102779,0.110639472866603,NA,NA,NA,NA,NA
10,0.01,21161387,"edge","Moving-edge source","Tikhonov discrepancy",0.309815049858733,0.205921722818614,NA,NA,NA,NA,NA
10,0.01,21161387,"sine","Sine-cosine source","Tikhonov discrepancy",0.191492548130538,0.107530850405712,NA,NA,NA,NA,NA
11,0.01,21261387,"spike","Hidden narrow spike","RBF",0.0441554192498626,0.0134273104156464,0.942891136228435,0.104405907095645,0.131440734681737,0.0136984869303453,-1.07516583070431
11,0.01,21261387,"spike","Hidden narrow spike","Matern 0.5",0.0457425383672081,0.0120635339907108,0.975609756097561,0.167778074679053,0.16015504164188,0.0158390664941695,-1.64995435594062
11,0.01,21261387,"spike","Hidden narrow spike","Matern 1.5",0.0445411739206478,0.0129782252084648,0.963712076145152,0.133299367689255,0.145130502676978,0.014607729950574,-1.54996644810263
11,0.01,21261387,"spike","Hidden narrow spike","Matern 2.5",0.0443450863455728,0.0131858073615468,0.959547888161808,0.122762113783394,0.139776546698394,0.0142686688548279,-1.44507654892096
11,0.01,21261387,"mixture","Broad plus sharp source","RBF",0.067159705978869,0.0287301664733595,0.853063652587745,0.11529609719915,0.0645460291493159,0.0236728170898612,2.50983809387583
11,0.01,21261387,"mixture","Broad plus sharp source","Matern 0.5",0.0578520973318347,0.030815689417098,0.992266508030934,0.309812970506889,0.154475386674598,0.0280935760231721,-1.30740370297826
11,0.01,21261387,"mixture","Broad plus sharp source","Matern 1.5",0.0623139279595346,0.0283021312486855,0.941106484235574,0.170481238479272,0.0899475758477097,0.0232192298447049,-0.767661580284497
11,0.01,21261387,"mixture","Broad plus sharp source","Matern 2.5",0.0642423454708072,0.0281831994953862,0.907792980368828,0.14453872136882,0.0754324063057704,0.0230095495421018,0.0100250045367529
11,0.01,21261387,"dipole","Positive-negative dipole","RBF",0.0382880894470169,0.0241114383599192,0.947055324211779,0.196883463012178,0.0948553688280785,0.0212213544171667,-1.3728149210609
11,0.01,21261387,"dipole","Positive-negative dipole","Matern 0.5",0.0415042827347529,0.0212010169566606,0.991671624033314,0.491259743356878,0.179460514574658,0.0342241274406904,-1.10291809760441
11,0.01,21261387,"dipole","Positive-negative dipole","Matern 1.5",0.0356226797277861,0.0205665185281847,0.983343248066627,0.314244249028598,0.161790972635336,0.0244147352330576,-1.49037723182334
11,0.01,21261387,"dipole","Positive-negative dipole","Matern 2.5",0.0358755665791456,0.0213469684948672,0.979179060083284,0.267582840223346,0.147290675193337,0.0225508795323932,-1.57344627420807
11,0.01,21261387,"ring","Ring-shaped source","RBF",0.16587722620646,0.113005205923021,0.691255205234979,0.304458856961627,0.182377676977989,0.0939785816321088,1.96334472052081
11,0.01,21261387,"ring","Ring-shaped source","Matern 0.5",0.162863589269334,0.107531379514986,0.914931588340274,0.615755650606323,0.0593705383700179,0.0872346938186784,-0.348654916179478
11,0.01,21261387,"ring","Ring-shaped source","Matern 1.5",0.162755405739714,0.109452913448047,0.796549672813801,0.419210859628048,0.0965507882212968,0.088394042998793,0.119567328800631
11,0.01,21261387,"ring","Ring-shaped source","Matern 2.5",0.163637734978373,0.110436794261694,0.754907792980369,0.372444640584359,0.117163518738846,0.089998583619703,0.535025388959187
11,0.01,21261387,"edge","Moving-edge source","RBF",0.220391153599684,0.151840833931938,0.701963117192148,0.346332064145368,0.234876189767995,0.12392667300911,3.6176530086607
11,0.01,21261387,"edge","Moving-edge source","Matern 0.5",0.190082562003218,0.128387594677084,0.907198096371208,0.707789376569321,0.0723092653182629,0.0998399010350828,-0.240498754585448
11,0.01,21261387,"edge","Moving-edge source","Matern 1.5",0.199724064452005,0.134176399346214,0.812611540749554,0.441309101588324,0.101696534800714,0.105596180848936,0.561589457090926
11,0.01,21261387,"edge","Moving-edge source","Matern 2.5",0.204688981385584,0.138535533219723,0.785841760856633,0.397413128794369,0.145048706127305,0.11011076961745,1.24297524443617
11,0.01,21261387,"sine","Sine-cosine source","RBF",0.0559427004477466,0.0429240741041921,0.825698988697204,0.15404740856092,0.150105220107079,0.0303867774652958,-1.47572425774218
11,0.01,21261387,"sine","Sine-cosine source","Matern 0.5",0.0803429478571763,0.064723215997518,1,0.596019851525619,0.151203524687686,0.051240512946442,-0.837370623140615
11,0.01,21261387,"sine","Sine-cosine source","Matern 1.5",0.0641216212912741,0.0514195024311239,0.968471148126115,0.254899772422227,0.0227531975014872,0.0351756824788718,-1.40722063468502
11,0.01,21261387,"sine","Sine-cosine source","Matern 2.5",0.059988079080579,0.0475931639157894,0.916716240333135,0.20178809670047,0.0703164039262344,0.0329154242140201,-1.46228835074608
11,0.01,21261387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0483827825168711,0.011062285763121,NA,NA,NA,NA,NA
11,0.01,21261387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0635997668734673,0.0297751758161159,NA,NA,NA,NA,NA
11,0.01,21261387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0624121762702339,0.0305538349391786,NA,NA,NA,NA,NA
11,0.01,21261387,"ring","Ring-shaped source","Tikhonov discrepancy",0.182939735371288,0.112155291699561,NA,NA,NA,NA,NA
11,0.01,21261387,"edge","Moving-edge source","Tikhonov discrepancy",0.30452764988612,0.197761156770058,NA,NA,NA,NA,NA
11,0.01,21261387,"sine","Sine-cosine source","Tikhonov discrepancy",0.194227905368707,0.110772710937581,NA,NA,NA,NA,NA
12,0.01,21361387,"spike","Hidden narrow spike","RBF",0.0442207373654337,0.0130265332059081,0.935157644259369,0.0911269064870694,0.128168872694824,0.0132322315857745,-0.571600535492047
12,0.01,21361387,"spike","Hidden narrow spike","Matern 0.5",0.0456248179980508,0.0118720686968233,0.970850684116597,0.157400654151086,0.155619051160024,0.0154136052294775,-1.63288855617117
12,0.01,21361387,"spike","Hidden narrow spike","Matern 1.5",0.0445072413254443,0.0126639502051559,0.956573468173706,0.120260189510465,0.140445791195717,0.0141013255893324,-1.41860412107404
12,0.01,21361387,"spike","Hidden narrow spike","Matern 2.5",0.0443448588199061,0.0128181431954337,0.94883997620464,0.109310303259041,0.13501003866746,0.0137576148492243,-1.22670479252942
12,0.01,21361387,"mixture","Broad plus sharp source","RBF",0.0646093211579076,0.0287310912878984,0.925639500297442,0.155373385092825,0.0738113474122546,0.02378379810835,-0.0270788050021943
12,0.01,21361387,"mixture","Broad plus sharp source","Matern 0.5",0.0644615992862625,0.040760948545412,0.991076740035693,0.365943751226501,0.141611020226056,0.0341777493933835,-1.18224848544696
12,0.01,21361387,"mixture","Broad plus sharp source","Matern 1.5",0.0633435792199053,0.0354817724047998,0.957168352171327,0.219510803667284,0.0821471594289114,0.027718672641365,-1.13195475688052
12,0.01,21361387,"mixture","Broad plus sharp source","Matern 2.5",0.0634081592989471,0.0333176600849251,0.943486020226056,0.191172084178163,0.0738857079119572,0.0262081835110303,-0.910205479047692
12,0.01,21361387,"dipole","Positive-negative dipole","RBF",0.0380037128900665,0.0239954150449469,0.959547888161808,0.206580920907994,0.101927052349792,0.0213065836838599,-1.45567641871558
12,0.01,21361387,"dipole","Positive-negative dipole","Matern 0.5",0.0418805686470436,0.0224011838910617,0.992266508030934,0.486637076886225,0.179014351576443,0.0340784015788931,-1.1103292807109
12,0.01,21361387,"dipole","Positive-negative dipole","Matern 1.5",0.0356435445713384,0.021227690730215,0.981558596073766,0.314408212684238,0.164319229625223,0.0244390263096392,-1.49132951726147
12,0.01,21361387,"dipole","Positive-negative dipole","Matern 2.5",0.0358059539944531,0.0217148272814541,0.979179060083284,0.270113203456914,0.149595850684117,0.0226397835469212,-1.57333851189578
12,0.01,21361387,"ring","Ring-shaped source","RBF",0.166410596671579,0.109804652394138,0.694824509220702,0.308568742501941,0.163341389054134,0.092784026200902,1.89359217191129
12,0.01,21361387,"ring","Ring-shaped source","Matern 0.5",0.164251421675783,0.10477220801944,0.903033908387864,0.592050613855692,0.0597125966686496,0.0869930724193899,-0.324907172759757
12,0.01,21361387,"ring","Ring-shaped source","Matern 1.5",0.163944313314889,0.106498276100746,0.784651992861392,0.410523104364542,0.108522828673409,0.0880310257603137,0.19672186415371
12,0.01,21361387,"ring","Ring-shaped source","Matern 2.5",0.164659704112831,0.107423318501222,0.748364069006544,0.368469811570173,0.127856558596074,0.0894329395522237,0.608571120859588
12,0.01,21361387,"edge","Moving-edge source","RBF",0.215079269560471,0.147667601302534,0.701963117192148,0.326399266720313,0.240601948245092,0.120026279124585,3.7542485731859
12,0.01,21361387,"edge","Moving-edge source","Matern 0.5",0.192290724433677,0.126438545666052,0.893515764425937,0.66964921491235,0.072978509815586,0.0999776753734641,-0.211908365436518
12,0.01,21361387,"edge","Moving-edge source","Matern 1.5",0.201021059021629,0.133158039875946,0.793575252825699,0.414165007890339,0.11641991374182,0.106080998618255,0.790802895596547
12,0.01,21361387,"edge","Moving-edge source","Matern 2.5",0.205299227831034,0.137498501776431,0.757882212968471,0.370187990478261,0.16059005056514,0.110340589091972,1.6105855201156
12,0.01,21361387,"sine","Sine-cosine source","RBF",0.0611358943263937,0.0450737029694872,0.751933372992266,0.134666485320817,0.212270597858418,0.0333509153940969,-1.10724030749642
12,0.01,21361387,"sine","Sine-cosine source","Matern 0.5",0.0810394763449148,0.063520162336811,0.997025580011898,0.547975901683064,0.133208283759667,0.049758510203809,-0.893944509762246
12,0.01,21361387,"sine","Sine-cosine source","Matern 1.5",0.0674481675912327,0.0531218778343066,0.92266508030934,0.2430652330687,0.0320951070791195,0.0373194696792289,-1.32504066172226
12,0.01,21361387,"sine","Sine-cosine source","Matern 2.5",0.0618279957674956,0.0477496692209944,0.879833432480666,0.187850003699293,0.0864526323616895,0.0339469363480121,-1.37373705374979
12,0.01,21361387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0484517172292611,0.0108696098924306,NA,NA,NA,NA,NA
12,0.01,21361387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0613638207190342,0.0295217383480202,NA,NA,NA,NA,NA
12,0.01,21361387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0628897979130042,0.0313548253048329,NA,NA,NA,NA,NA
12,0.01,21361387,"ring","Ring-shaped source","Tikhonov discrepancy",0.183101227538634,0.109961986734919,NA,NA,NA,NA,NA
12,0.01,21361387,"edge","Moving-edge source","Tikhonov discrepancy",0.302826017384655,0.200577722651123,NA,NA,NA,NA,NA
12,0.01,21361387,"sine","Sine-cosine source","Tikhonov discrepancy",0.195601305561321,0.111656455554976,NA,NA,NA,NA,NA
13,0.01,21461387,"spike","Hidden narrow spike","RBF",0.0444435144890042,0.01313740366868,0.942891136228435,0.100484741446635,0.135381841165973,0.0134845845420662,-0.948725744942697
13,0.01,21461387,"spike","Hidden narrow spike","Matern 0.5",0.0454961068276367,0.0121948382857311,0.975609756097561,0.174724282162407,0.160526844140393,0.0162098310442567,-1.66172173480527
13,0.01,21461387,"spike","Hidden narrow spike","Matern 1.5",0.0443273716997904,0.0130402430738748,0.964901844140393,0.139867752673622,0.146840794170137,0.0149356188173638,-1.59922800164536
13,0.01,21461387,"spike","Hidden narrow spike","Matern 2.5",0.0441379674517569,0.0131957402729875,0.960142772159429,0.129336955326017,0.142899687685901,0.0145816349978687,-1.52065833351616
13,0.01,21461387,"mixture","Broad plus sharp source","RBF",0.0726215107550841,0.0410117753172898,0.890541344437835,0.139344042986533,0.0810986763831053,0.0311208012587629,0.538574942926918
13,0.01,21461387,"mixture","Broad plus sharp source","Matern 0.5",0.0724615545174314,0.0480745684919035,0.972635336109459,0.32907540891438,0.0924587299226651,0.0371869226331477,-1.13898507403144
13,0.01,21461387,"mixture","Broad plus sharp source","Matern 1.5",0.071636930848169,0.0439115231394777,0.913146936347412,0.189960348959118,0.0233503123140988,0.0328601214055556,-0.822470972196957
13,0.01,21461387,"mixture","Broad plus sharp source","Matern 2.5",0.0716612842506134,0.0425266921001679,0.901249256395003,0.165236117203545,0.0425055770374777,0.0319811389205856,-0.455216372148823
13,0.01,21461387,"dipole","Positive-negative dipole","RBF",0.0380673129139759,0.0233690204660318,0.962522308149911,0.222156949744293,0.109511823319453,0.0219030790475979,-1.49670942920789
13,0.01,21461387,"dipole","Positive-negative dipole","Matern 0.5",0.0420561032712053,0.0217338930263014,0.991671624033314,0.496478328887203,0.179014351576443,0.0346045351819234,-1.09244724970575
13,0.01,21461387,"dipole","Positive-negative dipole","Matern 1.5",0.0358848667469813,0.020931170040969,0.984533016061868,0.32695212360002,0.165108938132064,0.0251039247986537,-1.46221389170363
13,0.01,21461387,"dipole","Positive-negative dipole","Matern 2.5",0.0360407610431781,0.0214359527312516,0.979179060083284,0.28349233232433,0.151083060678168,0.0233234459763635,-1.54630267077746
13,0.01,21461387,"ring","Ring-shaped source","RBF",0.166924225529623,0.115605901159213,0.673408685306365,0.276880814935602,0.216434785841761,0.0957837284211743,2.80776208481564
13,0.01,21461387,"ring","Ring-shaped source","Matern 0.5",0.164234240478263,0.110837049481797,0.89767995240928,0.574526140168444,0.0595638756692445,0.0875429660828146,-0.320667186393575
13,0.01,21461387,"ring","Ring-shaped source","Matern 1.5",0.164319772271954,0.112711705756341,0.768590124925639,0.383116597289315,0.109653108268888,0.089953750355738,0.36576777803245
13,0.01,21461387,"ring","Ring-shaped source","Matern 2.5",0.165148922850902,0.113593574672055,0.724568709101725,0.338867178411902,0.149435975609756,0.0918206438971596,0.936594647896608
13,0.01,21461387,"edge","Moving-edge source","RBF",0.204191127967868,0.136022505783613,0.727543129089827,0.3606796342524,0.17308261451517,0.110588637184761,2.36714325215253
13,0.01,21461387,"edge","Moving-edge source","Matern 0.5",0.182834080635729,0.118203754285957,0.918500892325996,0.728718373000172,0.073647754312909,0.0959798818641908,-0.27982514260953
13,0.01,21461387,"edge","Moving-edge source","Matern 1.5",0.191357044788032,0.123871842576345,0.819750148720999,0.453718562042386,0.0867352022605592,0.0994603407170947,0.331878331758787
13,0.01,21461387,"edge","Moving-edge source","Matern 2.5",0.19524265818361,0.126964201309031,0.787626412849494,0.406227469038054,0.110545434265318,0.102705305366349,0.893355180905696
13,0.01,21461387,"sine","Sine-cosine source","RBF",0.0649458906326474,0.0485355598446121,0.649018441403926,0.127172518026421,0.27688987209994,0.03665463944244,-0.701728868325789
13,0.01,21461387,"sine","Sine-cosine source","Matern 0.5",0.0894875647436975,0.0663756787258369,0.995240928019036,0.541338512878939,0.120120835812017,0.052086335245844,-0.878430621471518
13,0.01,21461387,"sine","Sine-cosine source","Matern 1.5",0.0728148447261577,0.0532829104950578,0.911362284354551,0.234797013189055,0.0312771415823914,0.0382352275098401,-1.31975932248268
13,0.01,21461387,"sine","Sine-cosine source","Matern 2.5",0.0676377321257188,0.0501783766178812,0.842950624628197,0.18197942090578,0.110173631766805,0.0361578005467632,-1.30678193666394
13,0.01,21461387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0480679422905352,0.011310432870474,NA,NA,NA,NA,NA
13,0.01,21461387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0634321799504951,0.0313339911254218,NA,NA,NA,NA,NA
13,0.01,21461387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0628545322098709,0.0304057116851898,NA,NA,NA,NA,NA
13,0.01,21461387,"ring","Ring-shaped source","Tikhonov discrepancy",0.186150155298461,0.114355796373355,NA,NA,NA,NA,NA
13,0.01,21461387,"edge","Moving-edge source","Tikhonov discrepancy",0.293531237916784,0.188272635938337,NA,NA,NA,NA,NA
13,0.01,21461387,"sine","Sine-cosine source","Tikhonov discrepancy",0.198412002639037,0.11126664253401,NA,NA,NA,NA,NA
14,0.01,21561387,"spike","Hidden narrow spike","RBF",0.0441521189972196,0.0126069502737795,0.937537180249851,0.0967603897551248,0.133671549672814,0.0132759629213945,-0.840870444380451
14,0.01,21561387,"spike","Hidden narrow spike","Matern 0.5",0.0454625338042434,0.0115286526389361,0.97441998810232,0.165710804754242,0.157626784651993,0.0157527493088293,-1.65354284607292
14,0.01,21561387,"spike","Hidden narrow spike","Matern 1.5",0.0442836774845083,0.0124012611994499,0.960737656157049,0.129958629668376,0.142974048185604,0.0144419387051618,-1.53147398862925
14,0.01,21561387,"spike","Hidden narrow spike","Matern 2.5",0.0440978245036925,0.0125948716020799,0.954193932183224,0.11917843121513,0.13851241820345,0.0140805038620862,-1.40817260086775
14,0.01,21561387,"mixture","Broad plus sharp source","RBF",0.0672597057749219,0.0301604064859107,0.898869720404521,0.129132521296611,0.0550576293872695,0.024000697953938,1.34109212599052
14,0.01,21561387,"mixture","Broad plus sharp source","Matern 0.5",0.0634898235848576,0.0374345882450845,0.985722784057109,0.330278150217014,0.141239217727543,0.0316133055500757,-1.21934276743514
14,0.01,21561387,"mixture","Broad plus sharp source","Matern 1.5",0.0647156808582865,0.0333411849045661,0.944080904223676,0.188590494359928,0.0665240184414039,0.0261335303653485,-0.841742441177203
14,0.01,21561387,"mixture","Broad plus sharp source","Matern 2.5",0.0656122800171762,0.0319720337607189,0.925044616299821,0.161212588760412,0.0584187239738251,0.0251181496388698,-0.313822301478305
14,0.01,21561387,"dipole","Positive-negative dipole","RBF",0.0398823200042953,0.0210853599331826,0.965496728138013,0.223887169929934,0.128994274241523,0.0216069277600279,-1.55179890361645
14,0.01,21561387,"dipole","Positive-negative dipole","Matern 0.5",0.0430897337626493,0.0215300077676447,0.991076740035693,0.48982434536287,0.177080978584176,0.0344871631144983,-1.10017729920453
14,0.01,21561387,"dipole","Positive-negative dipole","Matern 1.5",0.0367979288208127,0.0204820994211861,0.981558596073766,0.327219830502378,0.162237135633551,0.0253719736628934,-1.44968293764025
14,0.01,21561387,"dipole","Positive-negative dipole","Matern 2.5",0.0368329812968625,0.021116586432361,0.979179060083284,0.287637316705875,0.150116374182035,0.0237497930841342,-1.52073798702867
14,0.01,21561387,"ring","Ring-shaped source","RBF",0.159568377493679,0.103797617733884,0.680547293277811,0.261863127583887,0.184385410469958,0.0893884858044632,2.98467468421154
14,0.01,21561387,"ring","Ring-shaped source","Matern 0.5",0.157488974095814,0.100728027899563,0.896490184414039,0.566034203426807,0.0631331796549673,0.0834427990394948,-0.373950008978516
14,0.01,21561387,"ring","Ring-shaped source","Matern 1.5",0.156916267625205,0.101789579108743,0.773349196906603,0.37105905714606,0.111274167162403,0.0845077913251108,0.298025894232224
14,0.01,21561387,"ring","Ring-shaped source","Matern 2.5",0.157686606344585,0.102342343145716,0.734681737061273,0.325765687514721,0.134563875669244,0.0859870283085638,0.895828267430072
14,0.01,21561387,"edge","Moving-edge source","RBF",0.233830291159377,0.167312066978308,0.587150505651398,0.308279824413577,0.315408610945866,0.137305275997511,4.89322701116079
14,0.01,21561387,"edge","Moving-edge source","Matern 0.5",0.208025608987448,0.147318570277791,0.878048780487805,0.652505414099054,0.0494062314098751,0.111247276501925,-0.114788146567458
14,0.01,21561387,"edge","Moving-edge source","Matern 1.5",0.219360235748108,0.155436707565249,0.724568709101725,0.39602500303233,0.19226762343843,0.122525838768824,1.20963586133852
14,0.01,21561387,"edge","Moving-edge source","Matern 2.5",0.224241946737695,0.159214057118533,0.670434265318263,0.350992873502555,0.241642995240928,0.127778644961664,2.27507271110402
14,0.01,21561387,"sine","Sine-cosine source","RBF",0.0680045487210254,0.0514825773296183,0.593099345627603,0.11810087300978,0.345822055324212,0.0392662105735447,-0.369890169332977
14,0.01,21561387,"sine","Sine-cosine source","Matern 0.5",0.0840746034991692,0.0659008383802174,0.995835812016657,0.524530321667036,0.129936421772754,0.0496455046251382,-0.920149664726117
14,0.01,21561387,"sine","Sine-cosine source","Matern 1.5",0.0712007731242911,0.054720081955973,0.914336704342653,0.218335534714191,0.0747036734086853,0.0384026914422954,-1.30446711468453
14,0.01,21561387,"sine","Sine-cosine source","Matern 2.5",0.068908243481261,0.0525790118162559,0.792385484830458,0.166535658668354,0.183716165972635,0.0380632399203728,-1.14742734182416
14,0.01,21561387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0482483029901839,0.0107489845812539,NA,NA,NA,NA,NA
14,0.01,21561387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0632013148751881,0.0296664525718224,NA,NA,NA,NA,NA
14,0.01,21561387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0640205566099284,0.0312723244346386,NA,NA,NA,NA,NA
14,0.01,21561387,"ring","Ring-shaped source","Tikhonov discrepancy",0.18717015461513,0.112305444423676,NA,NA,NA,NA,NA
14,0.01,21561387,"edge","Moving-edge source","Tikhonov discrepancy",0.317394427407063,0.212763938975951,NA,NA,NA,NA,NA
14,0.01,21561387,"sine","Sine-cosine source","Tikhonov discrepancy",0.196450316012474,0.110837923784887,NA,NA,NA,NA,NA
15,0.01,21661387,"spike","Hidden narrow spike","RBF",0.0440909519533849,0.0131351400655408,0.937537180249851,0.0948530652699658,0.128391954193932,0.0134138353996281,-0.744388921885092
15,0.01,21661387,"spike","Hidden narrow spike","Matern 0.5",0.0455048168700771,0.0118628224059687,0.97441998810232,0.164226159281083,0.15725498215348,0.0157180644463447,-1.64984477948579
15,0.01,21661387,"spike","Hidden narrow spike","Matern 1.5",0.0443708363947803,0.0127022118677635,0.960142772159429,0.126573211816544,0.142304803688281,0.0143682404506578,-1.49532370107461
15,0.01,21661387,"spike","Hidden narrow spike","Matern 2.5",0.0442051122085146,0.0128894995470679,0.952409280190363,0.115071601028112,0.135909800713861,0.0140011585755546,-1.33891015674438
15,0.01,21661387,"mixture","Broad plus sharp source","RBF",0.0693596128551945,0.0326441310346308,0.838786436644854,0.120580399388888,0.0687548334324807,0.0261237696349054,2.28350193985608
15,0.01,21661387,"mixture","Broad plus sharp source","Matern 0.5",0.0607407295988466,0.0340219698635649,0.983343248066627,0.322293910947235,0.138785321237359,0.0303895410862497,-1.2559896830471
15,0.01,21661387,"mixture","Broad plus sharp source","Matern 1.5",0.0630967195150521,0.0309551059657424,0.930993456276026,0.182796248267022,0.070539485425342,0.0254998516316079,-0.841521524699609
15,0.01,21661387,"mixture","Broad plus sharp source","Matern 2.5",0.0650306887178422,0.0306750967198045,0.904818560380726,0.154812938712327,0.0546114663890541,0.0251278204326172,-0.183690904891049
15,0.01,21661387,"dipole","Positive-negative dipole","RBF",0.0395713505400948,0.0249625280968141,0.952409280190363,0.21418443094513,0.0972423408685306,0.0223305944334934,-1.43739603517955
15,0.01,21661387,"dipole","Positive-negative dipole","Matern 0.5",0.0431533235213383,0.0234345625735156,0.992266508030934,0.489407808813902,0.178568188578227,0.0345347370273019,-1.10163060990283
15,0.01,21661387,"dipole","Positive-negative dipole","Matern 1.5",0.0374275478801381,0.0227558150087454,0.980963712076145,0.318026686554867,0.159262715645449,0.0252029189032872,-1.47033570592499
15,0.01,21661387,"dipole","Positive-negative dipole","Matern 2.5",0.0376111236460474,0.0232146153651236,0.979773944080904,0.274542578726294,0.144390615704938,0.0235244558096536,-1.54532910596593
15,0.01,21661387,"ring","Ring-shaped source","RBF",0.179010229562515,0.117852256973148,0.647828673408685,0.284696189636286,0.199108789411065,0.100524943176799,3.24485061310239
15,0.01,21661387,"ring","Ring-shaped source","Matern 0.5",0.177932676181968,0.113477549707417,0.864366448542534,0.500138305526765,0.0723836258179655,0.0931280884543793,-0.0452070820862699
15,0.01,21661387,"ring","Ring-shaped source","Matern 1.5",0.178372269724403,0.115888142231207,0.718619869125521,0.353857818623523,0.147874405116002,0.0965262436845438,1.07696708429644
15,0.01,21661387,"ring","Ring-shaped source","Matern 2.5",0.178696699572583,0.116650559785247,0.688875669244497,0.323832182552862,0.171000520523498,0.097986018861908,1.71360668697692
